~~ pass : , 044*4591B#9
~~ pass : , #3CB0469CC
~~ pass : , *09C0C5CC21217C7149
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/5*5#083.wav" decoded to "5*5#0083" instead of "5*5#083"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/49B#A.wav" decoded to "4B#A" instead of "49B#A"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/6C2#C3#C3564C92.wav" decoded to "6C2#C3#C3564C922" instead of "6C2#C3#C3564C92"
~~ pass : , *1898
~~ pass : , #6186415#42
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/1500C6261.wav" decoded to "15000C6261" instead of "1500C6261"
~~ pass : , 203658B#B0
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/7A07#79742.wav" decoded to "A07#79742" instead of "7A07#79742"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/C#B7B0058714#.wav" decoded to "C#B7B00587114#" instead of "C#B7B0058714#"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/A262830491B58A.wav" decoded to "A26283091B58A" instead of "A262830491B58A"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/97C#282473A.wav" decoded to "97C#28273A" instead of "97C#282473A"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/AB3C48B.wav" decoded to "AB3C48" instead of "AB3C48B"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/ABB#3863B*4.wav" decoded to "AB#3863B*4" instead of "ABB#3863B*4"
~~ pass : , 546924
~~ pass : , 6154*7C4A91*432559
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/001927C8C53.wav" decoded to "00192C8C53" instead of "001927C8C53"
~~ pass : , 8#71C
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/##204A2*9#42B3.wav" decoded to "##204A2*9#42B33" instead of "##204A2*9#42B3"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/B7868363B87.wav" decoded to "B7868363B8" instead of "B7868363B87"
~~ pass : , C92*865255B
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/B41C403#*9*2471#CB3.wav" decoded to "B41C03#*9*2471#C3" instead of "B41C403#*9*2471#CB3"
~~ pass : , BC416A174C8
~~ pass : , 00AC*6C6CA186C
~~ pass : , *A436##C97*1*90
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/BC#2AC8#C2.wav" decoded to "C#22AC8#C2" instead of "BC#2AC8#C2"
~~ pass : , 3BB6B#C
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/35181B03#32*7C9408.wav" decoded to "318103#32*7C940" instead of "35181B03#32*7C9408"
~~ pass : , 1#95701430
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/4*388A31B5#A5.wav" decoded to "4*388A31B5#" instead of "4*388A31B5#A5"
~~ pass : , B0*1706C5
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/7C#4A2006#*A0C61.wav" decoded to "7C##A206#*A0C61" instead of "7C#4A2006#*A0C61"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/26AA#0*48#55B*.wav" decoded to "6AA#0*48#5B*" instead of "26AA#0*48#55B*"
~~ pass : , *602944A
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/B74B41BB2B8C7C2B5A2.wav" decoded to "B74B41B2B8C7C25A2" instead of "B74B41BB2B8C7C2B5A2"
~~ pass : , 3BB7BB5*24
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/B682*0A740B.wav" decoded to "B62*0A40B" instead of "B682*0A740B"
~~ pass : , 4#771#8617**93
~~ pass : , A8#2B2#A5#07A20*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/*65A#38#12.wav" decoded to "**65A#3#12" instead of "*65A#38#12"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/1CC9C48B86*1BB4.wav" decoded to "11CC9C48B86*1BB4" instead of "1CC9C48B86*1BB4"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/#265A01.wav" decoded to "#265A001" instead of "#265A01"
~~ pass : , A1*#2
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/313#A557*2AB8*##1#*.wav" decoded to "313#AA557*2AB8*##1#*" instead of "313#A557*2AB8*##1#*"
~~ pass : , #3BC2B1#9A63B2C840
~~ pass : , CA3#2A8C2B0
~~ pass : , 472CA4C#6C
~~ pass : , 0#21A461B4
~~ pass : , 3#4A5112*664
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/B91481*C0C73.wav" decoded to "B911481*C0C73" instead of "B91481*C0C73"
~~ pass : , C4#*9505929
~~ pass : , 0324289BC
~~ pass : , 9A160#
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/#1054#.wav" decoded to "#11054#" instead of "#1054#"
~~ pass : , 644#C107B
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/989B24160B#28760*#5.wav" decoded to "99B24160B#2860*#5" instead of "989B24160B#28760*#5"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-27dBm to -10dBm/*A0A24B6*4*399*24.wav" decoded to "*A0A24B6**4*399*24" instead of "*A0A24B6*4*399*24"
~~ pass : , 33236#BC8#71B69
~~ pass : , CB80384A#B12B16387#0A10B*
~~ pass : , 1*#38
~~ pass : , C10*BC6B
~~ pass : , 80*075#A6*488A09A3*650*58#31*50080CB#84
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/89A729C2B7B7#4AB60A.wav" decoded to "89A7229C2B7B7#4AB0A" instead of "89A729C2B7B7#4AB60A"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/275*90#*2880680*C1CA*254C#58#A43B21A.wav" decoded to "275**90#*2880680*C1CA*254C#58#A43B21A" instead of "275*90#*2880680*C1CA*254C#58#A43B21A"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/*A#C16934#1#B50*B1A*A51#.wav" decoded to "*A#C169334#1#B50*B1A*A51#" instead of "*A#C16934#1#B50*B1A*A51#"
~~ pass : , 7*3B3
~~ pass : , ##74**06B0#A*#4748C12B36*222954#C
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/77B#A8893*73BBAC948#3#591#940AC17B31B79*#94*1C#.wav" decoded to "77B#A8893*73BBAC948#33#591#9400AC17B31B79*#94*1C#" instead of "77B#A8893*73BBAC948#3#591#940AC17B31B79*#94*1C#"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/144B#4868#6805.wav" decoded to "14B#468#6805" instead of "144B#4868#6805"
~~ pass : , 5#8A2*0644#C
~~ pass : , *468970#BA7782936BC*90A9B65#0B38669AB#
~~ pass : , 575*57#025390565C6
~~ pass : , *C82*A344#0985C6C8B0C#B3#C*6*6C
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/071A6*A78AB*9#29#09#*0BC99##9.wav" decoded to "071A6*A78AB**9#29#09#*0BC99##9" instead of "071A6*A78AB*9#29#09#*0BC99##9"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/32*B*A*5327B678C04CB6CA4968#27262B3305*4#**.wav" decoded to "32*B*A*5327B678C04B6CA4968#272623305*4#**" instead of "32*B*A*5327B678C04CB6CA4968#27262B3305*4#**"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/##9C#B028BBABC09396*7A17BB96#7141453101.wav" decoded to "##9C#B028BABC09396*7A17BB96#71414531101" instead of "##9C#B028BBABC09396*7A17BB96#7141453101"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/5**187B*22C81866*172AA1.wav" decoded to "5***187B*22C81866*172AA1" instead of "5**187B*22C81866*172AA1"
~~ pass : , *1B909
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/*14##97*A89*2062.wav" decoded to "*114##7*A89**2062" instead of "*14##97*A89*2062"
~~ pass : , B1A5704*#61*0C*77CC1*08AC9C0CAB046C
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/B781603CCB5C2B45#6*C3B.wav" decoded to "B781603CCB5C2B5#6*C" instead of "B781603CCB5C2B45#6*C3B"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/0*BB8BB79B3CC50B5BC900882B738696897*4646337#.wav" decoded to "0*BB8BB79B3CC50B5BC900882B38696897*464337#" instead of "0*BB8BB79B3CC50B5BC900882B738696897*4646337#"
~~ pass : , 533494
~~ pass : , AA4A61CA8*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/9*09428A268403870.wav" decoded to "9*09428A2603870" instead of "9*09428A268403870"
~~ pass : , 13*0##6
~~ pass : , 95166CC9C831C490461270**3#*1A4
~~ pass : , 3A##*4*AC0B8C9#8533905
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/02B93#21A442A**1C1A3726#70B007A47*662B8*.wav" decoded to "02B93#211A42A**1C1A3726#70B0007A47*662B8*" instead of "02B93#21A442A**1C1A3726#70B007A47*662B8*"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/C52659C0667*A228998361BA28370A0685492973#399#9568.wav" decoded to "C52659C0667*A228998361BA2370A0685492973#399#568" instead of "C52659C0667*A228998361BA28370A0685492973#399#9568"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/C6277C*44A34#66#897BC0#9C#98067CC500A0C293A6.wav" decoded to "C6277C*44A34#6#897C00#9C#98067CC500A0C293A6" instead of "C6277C*44A34#66#897BC0#9C#98067CC500A0C293A6"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/CA0099097B04CB1*4601AB#93455408#3*287.wav" decoded to "CA0099097B04C1*4601AB#93455408#3*287" instead of "CA0099097B04CB1*4601AB#93455408#3*287"
~~ pass : , 6061*8*#17#52
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/401B6A8A*#1667C*#181960A563909169A507.wav" decoded to "4001B6A8A*#1667C*#181960A563909169A507" instead of "401B6A8A*#1667C*#181960A563909169A507"
~~ pass : , A4A18*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/C#A1679C3B5474A0807A83CA#236.wav" decoded to "C#A167C3B5474A0807A83CA#2336" instead of "C#A1679C3B5474A0807A83CA#236"
~~ pass : , C0438132C2#1290C3AC125870
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/490B9#834CC*70803281CB8.wav" decoded to "490B9#834C*70803281CB8" instead of "490B9#834CC*70803281CB8"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/23*B174C0C1*20B*3959*6941945*46#5713#A5585C16.wav" decoded to "23*B174C0C1*20B*3959*69411945*6#5713#585C16" instead of "23*B174C0C1*20B*3959*6941945*46#5713#A5585C16"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/38*6058826928*95*78*BA231984A1C3907076096A.wav" decoded to "38*6058826928*95*78*BA23198A1C3907076096A" instead of "38*6058826928*95*78*BA231984A1C3907076096A"
~~ pass : , 4C058339C6
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/B9A66A5943C0089A#28*17B003A6#76.wav" decoded to "BA66A5943C0089AA#28*117B0003A6#76" instead of "B9A66A5943C0089A#28*17B003A6#76"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/89358098835*BC228.wav" decoded to "8938008835*BC228" instead of "89358098835*BC228"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/93#6A77087.wav" decoded to "93#A77087" instead of "93#6A77087"
~~ pass : , 85575*##42A340A8B745914#
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/213A5C#*A7B7*8633C#1871029.wav" decoded to "213AC#*B7*8633C#1871029" instead of "213A5C#*A7B7*8633C#1871029"
~~ pass : , C1893B68*#4911*5A6A0021#*#459*B058#B526360C02B
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/40C5480B82484C164B1917C5256BC04051C120C5180A597.wav" decoded to "40C480B82484C164B1917C5256BC04051C1120C5180A59" instead of "40C5480B82484C164B1917C5256BC04051C120C5180A597"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/26C92824942806545C59#79B26.wav" decoded to "26C928249206545C59#79B2" instead of "26C92824942806545C59#79B26"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/15BA7CC6B9B394#4A3264C32.wav" decoded to "115BA7CC6B9B39#4A3264C32" instead of "15BA7CC6B9B394#4A3264C32"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/B2B536642C5902*.wav" decoded to "B2B53662C5902*" instead of "B2B536642C5902*"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/66*A0472662*765998*8*2052129A35020A0.wav" decoded to "66*A0472662*76599*8*2052129A35020A0" instead of "66*A0472662*765998*8*2052129A35020A0"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/8#7#C8AC6AAA753AB9##57*90*B32*C#C9883.wav" decoded to "8#7#C8AC6AAA753AB9##57*90*B32*C#9883" instead of "8#7#C8AC6AAA753AB9##57*90*B32*C#C9883"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/90CBBC##804351363*3##AA*007A4A0C9*1B*.wav" decoded to "90CBBC##80351363**3##AA*007AA4A0C9*1B*" instead of "90CBBC##804351363*3##AA*007A4A0C9*1B*"
~~ pass : , 8340C2*49#6C5B5332039A
~~ pass : , #B64C6462C77**059*717CC#01A90AAC03
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/8*29*464C269675C632A7B93.wav" decoded to "*29*464C69675C632A7B93" instead of "8*29*464C269675C632A7B93"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/1*62C**169A8*A4*77#*9327262A696984*.wav" decoded to "1*62**169A8*A4*77#*9327262A6969*" instead of "1*62C**169A8*A4*77#*9327262A696984*"
~~ pass : , 8279A64C
~~ pass : , 22865
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/B*B41B54A47683A685*193880AB578225*BC0*024##.wav" decoded to "B*B41B54A4783A8*1933880AB578225*BC0*024##" instead of "B*B41B54A47683A685*193880AB578225*BC0*024##"
~~ pass : , 7664992753C4B8C603#A60#84
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/A096A87C*.wav" decoded to "A0096A87C*" instead of "A096A87C*"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/73485A*11055B534CB7C23.wav" decoded to "385A*11055B534B7C23" instead of "73485A*11055B534CB7C23"
~~ pass : , 25BC310*B4924*99592371#3790C*#
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/58696521C0C3C80087818A71673**#4*639CB6*8362470453.wav" decoded to "58696521C0C3C80087818A71673**#4*639CB6*836240453" instead of "58696521C0C3C80087818A71673**#4*639CB6*8362470453"
~~ pass : , 317A0582
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/85A6608#*0975.wav" decoded to "85A608#*975" instead of "85A6608#*0975"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/#1585A7290B4C5BCA110*440*316B0*978215A.wav" decoded to "#11585A72900BC5BCA110*440*316B0**78215A" instead of "#1585A7290B4C5BCA110*440*316B0*978215A"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/65#7A#6461*9680558781674C9*717BA#4A80657B1.wav" decoded to "65#7A#6461*96805587811674C9*717BA#4A0657B1" instead of "65#7A#6461*9680558781674C9*717BA#4A80657B1"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/*12*#5*7179A9761C1AAAC.wav" decoded to "*12*#5*7179A9761C11AAAC" instead of "*12*#5*7179A9761C1AAAC"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/*40A5#B#0894*650A969B*85417#5BCB6A0422AB*3A#AB.wav" decoded to "*40A5#B#0894*650A96B*85417#5BC6A042A*3A#AB" instead of "*40A5#B#0894*650A969B*85417#5BCB6A0422AB*3A#AB"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/03AB71#881B#C#C22A79B8#0C85A0C3.wav" decoded to "03AB71#881B#C#C22A79B8##0C85A03" instead of "03AB71#881B#C#C22A79B8#0C85A0C3"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/5A59680258401*85.wav" decoded to "5A5968028401**85" instead of "5A59680258401*85"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/B260290436090408A*75#60272752.wav" decoded to "B260290436090408A*75#602275" instead of "B260290436090408A*75#60272752"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/A6424#4BC2283AA7A244#4B12965C3*04C*74.wav" decoded to "A6424#4C2283AA7A244#4B112965C3*04C*74" instead of "A6424#4BC2283AA7A244#4B12965C3*04C*74"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/9C5A##5CB2*800#9B01B2A01*69.wav" decoded to "9C5A##5CB2*800#9B012A01*69" instead of "9C5A##5CB2*800#9B01B2A01*69"
~~ pass : , 59#293
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/06BC0606#*6680B5701*136A9B#6395B#8#29B04*.wav" decoded to "0BC060#*6680B5701*136AA9B#6395B#8#29B04*" instead of "06BC0606#*6680B5701*136A9B#6395B#8#29B04*"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/677340096A3826#5*7CA6##AAA#B8399A1.wav" decoded to "67340096A326#*7CA6##AAA#B8399A1" instead of "677340096A3826#5*7CA6##AAA#B8399A1"
~~ pass : , 70A6C1#666A639A0#3C#
~~ pass : , A39#79ABC90C042168B*C
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/165#8#35627A#7524009693C78773.wav" decoded to "165#8#5627A#752400993C78773" instead of "165#8#35627A#7524009693C78773"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/795#9##6906*786101A9#A*C768B30*1678.wav" decoded to "795#9##6906*786101A9#A*C768B30*178" instead of "795#9##6906*786101A9#A*C768B30*1678"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/*0#C*C5063.wav" decoded to "**0#C*C5063" instead of "*0#C*C5063"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/9*4CC2A8875053.wav" decoded to "9*4C2A875053" instead of "9*4CC2A8875053"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/4#*05#*BB36C74144.wav" decoded to "4#*05#*BB36C7414" instead of "4#*05#*BB36C74144"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/516A2A4737B*60923*14B0C.wav" decoded to "516A2A4737B*0923*14B0C" instead of "516A2A4737B*60923*14B0C"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/5745746*B1AA269258C4B2.wav" decoded to "575746*B1AA269258C4B2" instead of "5745746*B1AA269258C4B2"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/B086*4013C*041*37935AA90062B55A8B.wav" decoded to "B086*4013C**041*37935AA90062B5A8B" instead of "B086*4013C*041*37935AA90062B55A8B"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/04#7BA8BB*1*222#*727838*99945AB46##33290A209.wav" decoded to "04#7BA8BB**1*2222##*727838*99945AB46##33290A209" instead of "04#7BA8BB*1*222#*727838*99945AB46##33290A209"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/4C7AA*A50*B183CA08*702362378A0884*8*C9.wav" decoded to "4C7AA*A50*B1183CA08*7023623378AA00884*8**C9" instead of "4C7AA*A50*B183CA08*702362378A0884*8*C9"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/4422827813C*0#469*B8*61695C743.wav" decoded to "422827813C*0#469*B8*61695C7433" instead of "4422827813C*0#469*B8*61695C743"
~~ pass : , 3A789
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/75227738CA6C33#13C70B5#6.wav" decoded to "7522773CA6C33#13C0B5#6" instead of "75227738CA6C33#13C70B5#6"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/75A0495CA340C42AA10*118*0*B40A4*5B#B45**#75#.wav" decoded to "75A0495CA340C2AA10*118*0**B40A4*B#4**#75#" instead of "75A0495CA340C42AA10*118*0*B40A4*5B#B45**#75#"
